state_scid,school_name,district,county,locale,charter,magnet,title_1,num_students,pct_erw_benchmark_met_12,pct_math_benchmark_met_12,pct_erw_benchmark_met_11,pct_math_benchmark_met_11,pct_both_benchmarks_met_12,pct_both_benchmarks_11,free_reduced_lunch,sat_participation_rate
19647330109462.0,Maywood Academy High,Los Angeles Unified,Los Angeles County,Suburb: Large,No,No,Yes,1172.0,37.61,9.17,34.09,12.73,8.26,11.82,0.9274744027303754,0.6926315789473684
19647330135855.0,Maywood Center for Enriched Studies,Los Angeles Unified,Los Angeles County,Suburb: Large,No,Yes,Yes,1355.0,50.88,17.54,31.25,16.07,14.04,16.07,0.9276752767527675,0.8086124401913876
1612590110189.0,McClymonds High,Oakland Unified,Alameda County,City: Large,No,No,Yes,359.0,28.89,11.11,23.91,6.52,11.11,6.52,0.9025069637883009,0.5083798882681564
15739081534155.0,McFarland High School Early College,McFarland Unified,Kern County,Town: Fringe,No,No,Yes,1005.0,37.88,10.61,38.57,23.57,9.09,20.71,0.854726368159204,0.4735632183908046
12626871235209.0,McKinleyville High,Northern Humboldt Union High,Humboldt County,Town: Remote,No,No,Yes,511.0,91.43,71.43,85.29,73.53,68.57,70.59,0.436399217221135,0.26640926640926643
10621661034214.0,McLane High,Fresno Unified,Fresno County,City: Large,No,Yes,Yes,1806.0,40.35,15.79,34.86,9.15,15.79,7.39,0.9296788482834994,0.43219264892268694
10751271030493.0,Mendota High,Mendota Unified,Fresno County,Rural: Fringe,No,No,Yes,872.0,33.33,15.94,56.58,31.58,13.04,27.63,0.966743119266055,0.35365853658536583
41690624133716.0,Menlo-Atherton High,Sequoia Union High,San Mateo County,Suburb: Large,No,No,Yes,2433.0,79.38,69.07,90.22,85.8,67.01,83.28,0.38060008220304153,0.4084732214228617
24657892435204.0,Merced High,Merced Union High,Merced County,City: Small,No,No,Yes,1705.0,70.91,42.73,68.35,51.9,39.09,48.1,0.7085043988269795,0.23133414932680538
39754993930302.0,Merrill F. West High,Tracy Joint Unified,San Joaquin County,Suburb: Small,No,No,Yes,2204.0,76.76,47.18,81.25,60.42,45.77,58.33,0.558529945553539,0.23564356435643563
19647330126573.0,Mervyn M. Dymally High,Los Angeles Unified,Los Angeles County,City: Large,No,No,Yes,648.0,19.35,6.45,17.01,1.36,6.45,1.36,0.9799382716049383,0.5219941348973607
34674473430048.0,Mesa Verde High,San Juan Unified,Sacramento County,Suburb: Large,No,No,Yes,853.0,66.13,35.48,70.53,40.0,32.26,33.68,0.6447831184056272,0.37115839243498816
1612590100701.0,MetWest High,Oakland Unified,Alameda County,City: Large,No,No,Yes,205.0,27.78,16.67,31.71,14.63,16.67,12.2,0.7902439024390244,0.7763157894736842
30666703030608.0,Middle College High,Santa Ana Unified,Orange County,City: Large,No,No,Yes,459.0,81.61,42.53,94.87,82.05,40.23,80.77,0.690631808278867,0.9821428571428571
7617960730291.0,Middle College High,West Contra Costa Unified,Contra Costa County,Suburb: Large,No,No,No,279.0,82.19,57.53,94.12,88.24,56.16,88.24,0.5555555555555556,0.6338028169014085
36678763631090.0,Middle College High,San Bernardino City Unified,San Bernardino County,City: Midsize,No,No,Yes,269.0,76.0,52.0,82.09,65.67,46.0,61.19,0.862453531598513,0.8540145985401459
39685853930443.0,Middle College High,Lodi Unified,San Joaquin County,City: Large,No,No,No,255.0,93.02,83.72,97.73,93.18,81.4,93.18,0.5058823529411764,0.696
19647330102913.0,Middle College High,Los Angeles Unified,Los Angeles County,Suburb: Large,No,No,Yes,397.0,66.67,28.79,71.43,24.18,25.76,24.18,0.9042821158690176,0.8770949720670391
17640551736008.0,Middletown High,Middletown Unified,Lake County,Rural: Distant,No,No,No,497.0,81.08,56.76,88.46,46.15,51.35,46.15,0.482897384305835,0.25301204819277107
19647251935758.0,Millikan High,Long Beach Unified,Los Angeles County,City: Large,No,Yes,No,3503.0,73.1,46.64,70.45,44.08,45.77,41.91,0.364259206394519,0.7390272835112692
41690474134557.0,Mills High,San Mateo Union High,San Mateo County,Suburb: Large,No,No,Yes,1205.0,93.2,89.8,93.63,91.72,85.71,89.17,0.1825726141078838,0.5
43733874334470.0,Milpitas High,Milpitas Unified,Santa Clara County,City: Small,No,No,No,3132.0,88.66,77.31,93.92,90.48,74.33,86.77,0.3033205619412516,0.45970341715022567
20756060125021.0,Minarets Charter High,Chawanakee Unified,Madera County,Rural: Distant,Yes,No,No,305.0,60.0,20.0,76.00,52.0,20.0,52.0,0.3540983606557377,0.28846153846153844
20756060117010.0,Minarets High,Chawanakee Unified,Madera County,Rural: Distant,No,No,Yes,182.0,65.0,35.0,70.00,30.0,35.0,25.0,0.5494505494505495,0.5128205128205128
19753331935808.0,Mira Costa High,Manhattan Beach Unified,Los Angeles County,Suburb: Large,No,No,Yes,2538.0,98.54,87.32,98.97,97.6,87.32,96.92,0.057919621749408984,0.3888888888888889
34674473435930.0,Mira Loma High,San Juan Unified,Sacramento County,Suburb: Large,No,Yes,No,1733.0,94.0,90.0,96.00,92.67,88.67,91.33,0.5418349682631275,0.3257328990228013
37683383730181.0,Mira Mesa High,San Diego Unified,San Diego County,City: Large,No,No,Yes,2341.0,80.31,66.54,92.56,81.82,62.2,78.93,0.4438274241777018,0.4217687074829932
15635290116400.0,Mira Monte High,Kern High,Kern County,City: Large,No,No,Yes,2576.0,43.1,18.39,66.67,34.52,16.67,33.33,0.9355590062111802,0.21772151898734177
7616300734244.0,Miramonte High,Acalanes Union High,Contra Costa County,Suburb: Large,No,No,No,1236.0,96.19,88.57,98.96,93.26,88.57,92.75,0.03398058252427184,0.46273291925465837
37683383734431.0,Mission Bay High,San Diego Unified,San Diego County,City: Large,No,Yes,Yes,1175.0,71.0,42.0,88.50,69.03,40.0,68.14,0.4817021276595745,0.4226190476190476
38684783834082.0,Mission High,San Francisco Unified,San Francisco County,City: Large,No,No,Yes,1117.0,44.27,30.53,54.10,27.87,25.19,24.59,0.5317815577439571,0.3137254901960784
37737910105726.0,Mission Hills High,San Marcos Unified,San Diego County,Suburb: Large,No,No,No,2717.0,78.92,49.33,83.61,63.88,47.98,61.54,0.4280456385719544,0.4257748776508972
54722490116368.0,Mission Oak High,Tulare Joint Union High,Tulare County,Suburb: Midsize,No,No,Yes,1546.0,52.99,35.07,66.67,51.11,28.36,47.78,0.6785252263906857,0.30229419703103916
1611760135244.0,Mission San Jose High,Fremont Unified,Alameda County,Suburb: Large,No,Yes,No,2048.0,98.66,95.3,99.74,99.47,95.3,99.47,0.07373046875,0.5431211498973306
30736353034956.0,Mission Viejo High,Saddleback Valley Unified,Orange County,Suburb: Large,No,Yes,No,2025.0,84.74,72.63,92.38,78.92,69.47,77.13,0.23209876543209876,0.38779342723004695
37684520118430.0,Mission Vista High,Vista Unified,San Diego County,Suburb: Large,No,Yes,No,1653.0,85.16,71.43,95.92,88.27,68.13,87.76,0.2692075015124017,0.4796954314720812
50711755034905.0,Modesto High,Modesto City High,Stanislaus County,City: Midsize,No,No,Yes,2507.0,64.26,45.53,72.40,48.4,42.13,46.8,0.8017550857598723,0.40182270091135047
54755235432786.0,Monache High,Porterville Unified,Tulare County,Suburb: Small,No,No,Yes,2066.0,61.61,39.29,76.64,57.01,36.61,51.4,0.7787996127783156,0.237012987012987
19647901935923.0,Monrovia High,Monrovia Unified,Los Angeles County,Suburb: Large,No,Yes,No,1594.0,74.18,44.51,83.50,70.87,43.41,66.02,0.5313676286072773,0.3794940079893475
43694684334462.0,Monta Vista High,Fremont Union High,Santa Clara County,City: Small,No,No,–,2193.0,97.97,98.98,98.49,98.99,96.95,97.73,0.040583675330597355,0.5151777970511708
36676523633906.0,Montclair High,Chaffey Joint Union High,San Bernardino County,Suburb: Large,No,No,Yes,2876.0,59.26,38.89,70.40,52.0,35.93,45.6,0.8612656467315716,0.37518037518037517
7618040734368.0,Monte Vista High,San Ramon Valley Unified,Contra Costa County,Suburb: Large,No,No,No,2467.0,95.06,83.54,96.90,90.4,82.3,89.78,0.03648155654641265,0.4681555004135649
37681303734548.0,Monte Vista High,Grossmont Union High,San Diego County,Suburb: Large,No,No,Yes,1651.0,76.32,71.05,72.92,68.75,63.16,59.38,0.7462144155057541,0.24793388429752067
19648081935998.0,Montebello High,Montebello Unified,Los Angeles County,Suburb: Large,No,No,Yes,2375.0,63.16,40.94,80.56,55.56,36.84,50.0,0.8791578947368421,0.2273838630806846
27660922732808.0,Monterey High,Monterey Peninsula Unified,Monterey County,Suburb: Midsize,No,No,No,1337.0,62.86,42.14,85.25,63.11,38.57,61.48,0.4719521316379955,0.5973254086181278
34673140105916.0,Monterey Trail High,Elk Grove Unified,Sacramento County,Suburb: Large,No,No,Yes,2343.0,71.43,45.31,75.36,60.39,40.41,55.56,0.6700810926163039,0.3889845094664372
49709204934154.0,Montgomery High,Santa Rosa High,Sonoma County,City: Midsize,No,No,Yes,1656.0,81.63,62.24,89.66,78.16,61.22,73.56,0.33997584541062803,0.24601063829787234
37684113738234.0,Montgomery Senior High,Sweetwater Union High,San Diego County,City: Large,No,No,Yes,1878.0,60.33,34.71,65.69,49.02,32.23,41.18,0.7066027689030884,0.23850267379679144
56739405633250.0,Moorpark High,Moorpark Unified,Ventura County,Suburb: Midsize,No,No,No,1862.0,86.78,72.73,96.27,87.31,70.25,85.82,0.299140708915145,0.272145144076841
33671243333770.0,Moreno Valley High,Moreno Valley Unified,Riverside County,Suburb: Large,No,No,Yes,2234.0,33.47,12.71,54.84,21.86,11.65,20.43,0.7627573858549687,0.6790235081374322
19646341936046.0,Morningside High,Inglewood Unified,Los Angeles County,Suburb: Large,No,No,Yes,678.0,45.76,8.47,73.91,21.74,8.47,17.39,0.6489675516224189,0.22589531680440772
40688094034807.0,Morro Bay High,San Luis Coastal Unified,San Luis Obispo County,Town: Fringe,No,No,Yes,841.0,93.88,75.51,90.20,84.31,75.51,82.35,0.3460166468489893,0.26455026455026454
37683383734654.0,Morse High,San Diego Unified,San Diego County,City: Large,No,No,Yes,1744.0,75.63,56.3,74.77,55.14,51.26,48.6,0.7729357798165137,0.28391959798994976
37681303734761.0,Mount Miguel High,Grossmont Union High,San Diego County,Suburb: Large,No,No,Yes,1327.0,47.69,24.62,66.10,42.37,23.08,38.98,0.7332328560663149,0.20097244732576985
37682133734878.0,Mountain Empire High,Mountain Empire Unified,San Diego County,Rural: Distant,No,No,Yes,421.0,81.48,40.74,71.05,36.84,37.04,36.84,0.6484560570071259,0.3532608695652174
39767600128967.0,Mountain House High,Lammersville Joint Unified,San Joaquin County,Rural: Fringe,No,No,No,1556.0,86.36,62.12,91.14,75.95,60.61,74.68,0.18380462724935734,0.4707792207792208
43696094334728.0,Mountain View High,Mountain View-Los Altos Union High,Santa Clara County,City: Small,No,No,No,2183.0,90.68,88.2,95.10,91.18,85.09,89.22,0.14521300961978928,0.47897435897435897
19645191932680.0,Mountain View High,El Monte Union High,Los Angeles County,Suburb: Large,No,No,Yes,1253.0,64.71,32.94,65.79,52.63,30.59,46.05,0.9257781324820431,0.2635024549918167
37682963730074.0,Mt. Carmel High,Poway Unified,San Diego County,City: Large,No,No,Yes,1898.0,89.7,73.33,95.95,92.71,72.12,90.28,0.20442571127502634,0.43186582809224316
7617540734566.0,Mt. Diablo High,Mt. Diablo Unified,Contra Costa County,Suburb: Large,No,No,Yes,1540.0,51.92,34.62,63.46,40.38,30.77,32.69,0.7084415584415584,0.25573770491803277
1611920135319.0,Mt. Eden High,Hayward Unified,Alameda County,Suburb: Large,No,No,Yes,1999.0,71.34,51.83,77.37,55.47,48.78,51.82,0.6668334167083542,0.3096707818930041
43694274334900.0,Mt. Pleasant High,East Side Union High,Santa Clara County,City: Large,No,Yes,Yes,1265.0,77.36,50.0,51.38,30.0,46.23,25.52,0.6671936758893281,0.6255924170616114
47704664735403.0,Mt. Shasta High,Siskiyou Union High,Siskiyou County,Town: Remote,No,No,No,274.0,82.61,56.52,88.89,66.67,56.52,66.67,0.5364963503649635,0.29285714285714287
54722565432828.0,Mt. Whitney High,Visalia Unified,Tulare County,City: Midsize,No,No,Yes,1687.0,67.33,42.57,75.81,59.68,40.59,56.45,0.6253704801422644,0.2130718954248366
33752000118794.0,Murrieta Mesa High,Murrieta Valley Unified,Riverside County,Suburb: Large,No,No,No,2429.0,76.89,55.56,83.92,62.35,53.33,58.82,0.36517085220255247,0.41060735671514115
33752003330529.0,Murrieta Valley High,Murrieta Valley Unified,Riverside County,Suburb: Large,No,No,No,2302.0,86.88,56.11,86.78,70.25,53.85,67.77,0.29626411815812337,0.41228851291184326
28662662835601.0,Napa High,Napa Valley Unified,Napa County,City: Small,No,No,Yes,1901.0,60.65,46.45,66.38,45.96,41.94,42.98,0.49447659126775384,0.4281009879253567
19647331936160.0,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles County,City: Large,No,Yes,Yes,2115.0,51.57,33.18,40.78,23.96,30.94,21.2,0.7739952718676123,0.6215704824976348
34752833430584.0,Natomas High,Natomas Unified,Sacramento County,City: Large,No,No,Yes,1081.0,38.46,20.51,29.82,12.72,15.38,11.4,0.6762257169287696,0.598825831702544
34752830112425.0,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento County,City: Large,Yes,Yes,No,621.0,84.68,66.67,84.72,69.44,63.96,65.28,0.40418679549114334,0.6059602649006622
19647330129585.0,NAVA College Preparatory Academy,Los Angeles Unified,Los Angeles County,City: Large,No,No,Yes,702.0,26.58,8.86,23.89,6.19,7.59,5.31,0.9843304843304843,0.7137546468401487
29663572935500.0,Nevada Union High,Nevada Joint Union High,Nevada County,Town: Distant,No,No,Yes,1542.0,87.64,71.91,93.26,86.52,69.66,86.52,0.4695201037613489,0.24283765347885403
19647330119685.0,New Open World Academy K-12,Los Angeles Unified,Los Angeles County,City: Large,No,No,Yes,1134.0,25.0,8.82,27.85,12.66,8.82,7.59,0.9700176366843033,0.8963414634146342
28662662830115.0,New Technology High,Napa Valley Unified,Napa County,City: Small,No,No,No,396.0,82.76,58.62,92.73,61.82,51.72,61.82,0.38636363636363635,0.4117647058823529
1612340130054.0,Newark Memorial High,Newark Unified,Alameda County,Suburb: Large,No,No,No,1668.0,75.89,46.81,88.43,71.9,45.39,71.07,0.4352517985611511,0.3137724550898204
56737595633748.0,Newbury Park High,Conejo Valley Unified,Ventura County,City: Midsize,No,No,No,2430.0,93.18,76.36,94.91,90.91,76.36,88.0,0.20699588477366254,0.41422594142259417
30665973035045.0,Newport Harbor High,Newport-Mesa Unified,Orange County,City: Small,No,No,No,2348.0,88.19,65.35,88.57,75.71,64.57,73.57,0.3185689948892675,0.23818019625334522
40687594030268.0,Nipomo High,Lucia Mar Unified,San Luis Obispo County,Town: Fringe,No,No,Yes,928.0,80.77,51.92,77.78,63.49,50.0,55.56,0.6454741379310345,0.25442477876106195
19734521936228.0,Nogales High,Rowland Unified,Los Angeles County,Suburb: Large,No,No,Yes,1840.0,58.47,28.42,64.84,46.09,26.23,40.63,0.8717391304347826,0.343646408839779
33670333334232.0,Norco High,Corona-Norco Unified,Riverside County,Suburb: Large,No,No,No,2083.0,75.46,55.21,86.09,66.23,51.53,60.93,0.4210273643783005,0.3322751322751323
56725205634076.0,Nordhoff High,Ojai Unified,Ventura County,Suburb: Large,No,No,Yes,741.0,81.63,57.14,100.00,84.0,57.14,84.0,0.40215924426450744,0.2972972972972973
33669773334299.0,Norte Vista High,Alvord Unified,Riverside County,City: Large,No,No,Yes,2119.0,54.4,30.4,39.70,14.97,27.2,13.88,0.8574799433695139,0.5973496432212029
15635291534775.0,North High,Kern High,Kern County,Suburb: Large,No,No,Yes,1957.0,59.62,25.96,73.13,46.27,25.0,44.78,0.7766990291262136,0.20430107526881722
19650601936277.0,North High,Torrance Unified,Los Angeles County,City: Midsize,No,No,Yes,1764.0,82.25,63.91,93.94,78.79,62.72,76.52,0.4070294784580499,0.34204545454545454
19647331936350.0,North Hollywood Senior High,Los Angeles Unified,Los Angeles County,City: Large,No,Yes,Yes,2579.0,66.53,40.91,57.97,36.4,37.6,34.9,0.6680884063590539,0.6932021466905188
27738252730034.0,North Monterey County High,North Monterey County Unified,Monterey County,Suburb: Midsize,No,No,Yes,1235.0,57.27,27.27,64.71,38.24,27.27,35.29,0.8048582995951417,0.307426597582038
27661592733178.0,North Salinas High,Salinas Union High,Monterey County,City: Midsize,No,No,Yes,2114.0,62.71,37.29,83.33,61.9,36.44,58.33,0.7630085146641438,0.1959262851600388
31669443130010.0,North Tahoe High,Tahoe-Truckee Unified,Placer County,Rural: Fringe,No,No,Yes,426.0,82.05,76.92,80.36,76.79,71.79,69.64,0.460093896713615,0.4523809523809524
7617540730044.0,Northgate High,Mt. Diablo Unified,Contra Costa County,City: Small,No,No,No,1487.0,86.62,77.46,96.17,91.8,76.06,90.71,0.10423671822461332,0.4421768707482993
19647330107003.0,Northridge Academy High,Los Angeles Unified,Los Angeles County,City: Large,No,No,Yes,971.0,74.76,41.75,52.27,27.27,38.83,25.57,0.6910401647785788,0.6458333333333334
19644361936418.0,Northview High,Covina-Valley Unified,Los Angeles County,Suburb: Large,No,No,Yes,1265.0,43.77,26.2,45.52,31.18,23.64,26.52,0.7264822134387352,0.9472
30736503030657.0,Northwood High,Irvine Unified,Orange County,City: Large,No,No,No,2151.0,97.35,92.48,97.57,97.98,92.04,96.76,0.1599256159925616,0.4141856392294221
19648401936467.0,Norwalk High,Norwalk-La Mirada Unified,Los Angeles County,Suburb: Large,No,No,Yes,2025.0,43.26,19.53,50.56,22.8,17.91,20.54,0.8133333333333334,0.917981072555205
21654172132272.0,Novato High,Novato Unified,Marin County,Suburb: Large,No,No,No,1447.0,86.81,51.39,88.97,73.53,51.39,72.06,0.37456807187284036,0.40404040404040403
33671573331014.0,Nuview Bridge Early College High,Nuview Union,Riverside County,Suburb: Large,Yes,No,No,651.0,74.19,49.19,78.51,57.85,45.16,53.72,0.6973886328725039,0.8006535947712419
43694274335204.0,Oak Grove High,East Side Union High,Santa Clara County,City: Large,No,Yes,Yes,1730.0,67.57,52.03,54.35,37.47,44.59,34.56,0.4658959537572254,0.6064441887226697
36750440119115.0,Oak Hills High,Hesperia Unified,San Bernardino County,Suburb: Large,No,No,Yes,2529.0,67.16,45.27,80.11,63.54,41.79,59.67,0.6393831553973903,0.3293103448275862
56738745630132.0,Oak Park High,Oak Park Unified,Ventura County,Suburb: Midsize,No,No,Yes,1514.0,96.77,89.68,99.01,94.58,89.03,94.09,0.06935270805812417,0.4844384303112314
9618530930081.0,Oak Ridge High,El Dorado Union High,El Dorado County,Suburb: Large,No,No,No,2470.0,96.09,86.72,95.45,93.94,85.16,92.12,0.07368421052631578,0.4863070539419087
50755645035654.0,Oakdale High,Oakdale Joint Unified,Stanislaus County,Suburb: Large,No,No,No,1699.0,77.78,74.44,92.92,71.68,65.56,69.91,0.3531489111241907,0.28116343490304707
1612590135905.0,Oakland High,Oakland Unified,Alameda County,City: Large,No,No,Yes,1657.0,62.07,32.76,65.45,45.45,30.17,40.0,0.8636089318044659,0.3066485753052917
1612590115667.0,Oakland International High,Oakland Unified,Alameda County,City: Large,No,No,Yes,391.0,8.33,29.17,21.05,42.11,4.17,10.53,0.9002557544757033,0.2037914691943128
1612590136051.0,Oakland Technical High,Oakland Unified,Alameda County,City: Large,No,No,Yes,1960.0,83.87,62.37,87.95,79.12,61.29,75.1,0.48520408163265305,0.43762575452716296
31669283135308.0,Oakmont High,Roseville Joint Union High,Placer County,City: Midsize,No,Yes,No,2131.0,89.81,78.34,91.40,82.26,76.43,80.65,0.24870952604411076,0.35991605456453307
30665483030145.0,Ocean View High,Huntington Beach Union High,Orange County,Suburb: Large,No,No,Yes,1354.0,71.74,42.39,68.42,42.98,40.22,42.11,0.5605612998522895,0.33279483037156704
41689244135075.0,Oceana High,Jefferson Union High,San Mateo County,Suburb: Large,No,No,No,601.0,75.24,62.86,94.87,82.05,59.05,79.49,0.21630615640599002,0.496551724137931
37735693735206.0,Oceanside High,Oceanside Unified,San Diego County,Suburb: Large,No,No,Yes,2174.0,68.18,46.21,85.15,65.35,41.67,59.41,0.6623735050597976,0.21816479400749064
37684110111831.0,Olympian High,Sweetwater Union High,San Diego County,Rural: Fringe,No,No,No,2406.0,89.03,71.16,91.30,82.61,69.28,78.99,0.2772236076475478,0.4817813765182186
36676523634482.0,Ontario High,Chaffey Joint Union High,San Bernardino County,City: Midsize,No,No,Yes,2357.0,56.59,31.22,67.66,49.7,28.78,44.91,0.8506576156130674,0.3144547759932375
10622650108092.0,Orange Cove High,Kings Canyon Joint Unified,Fresno County,Rural: Fringe,No,No,Yes,678.0,39.13,15.22,47.69,10.77,15.22,7.69,0.9321533923303835,0.42045454545454547
37681063735313.0,Orange Glen High,Escondido Union High,San Diego County,Suburb: Large,No,No,Yes,1789.0,65.35,31.5,65.32,40.32,29.92,37.9,0.8664058133035215,0.26844919786096255
30666213035409.0,Orange High,Orange Unified,Orange County,City: Midsize,No,No,Yes,1769.0,35.17,18.64,93.94,72.73,16.54,72.73,0.7269643866591294,0.49759615384615385
33752420133306.0,Orange Vista High,Val Verde Unified,Riverside County,Rural: Fringe,No,No,Yes,2474.0,27.79,11.69,41.20,13.85,9.61,11.97,0.7902182700080841,0.9426627793974732
36678433634995.0,Orangewood High (Continuation),Redlands Unified,San Bernardino County,City: Small,No,No,Yes,239.0,31.82,4.55,25.64,5.13,4.55,2.56,0.9163179916317992,0.4029126213592233
42692600116434.0,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara County,Suburb: Midsize,Yes,No,No,785.0,92.86,78.57,94.12,92.65,76.79,89.71,0.28662420382165604,0.4381625441696113
50736015035902.0,Orestimba High,Newman-Crows Landing Unified,Stanislaus County,Rural: Fringe,No,No,Yes,952.0,66.67,34.85,51.96,25.0,31.82,23.53,0.5840336134453782,0.6108597285067874
11754811135656.0,Orland High,Orland Joint Unified,Glenn County,Town: Distant,No,No,No,724.0,87.5,43.75,76.47,52.94,43.75,50.0,0.638121546961326,0.18232044198895028
54718605433230.0,Orosi High,Cutler-Orosi Joint Unified,Tulare County,Town: Distant,No,No,Yes,1107.0,33.61,14.75,37.17,17.7,13.93,15.04,0.943089430894309,0.4662698412698413
4615150435602.0,Oroville High,Oroville Union High,Butte County,Town: Distant,No,No,Yes,985.0,71.43,42.86,86.67,70.0,38.1,70.0,0.7624365482233503,0.15517241379310345
19647330106997.0,Orthopaedic Hospital,Los Angeles Unified,Los Angeles County,City: Large,No,Yes,Yes,797.0,64.93,32.84,59.26,35.98,29.1,32.8,0.8782936010037641,0.9281609195402298
37684113731627.0,Otay Ranch Senior High,Sweetwater Union High,San Diego County,City: Large,No,No,Yes,2396.0,84.15,57.62,88.55,68.72,55.49,66.08,0.36268781302170283,0.46096345514950166
30664313030616.0,Oxford Academy,Anaheim Union High,Orange County,Suburb: Large,No,No,No,1274.0,100.0,93.81,100.00,98.01,93.81,98.01,0.3500784929356358,0.676923076923077
56725465634548.0,Oxnard High,Oxnard Union High,Ventura County,Rural: Fringe,No,No,Yes,2774.0,51.65,29.11,47.46,27.32,26.08,25.22,0.6766402307137708,0.7535101404056163
24657550120923.0,Pacheco High,Los Banos Unified,Merced County,Town: Distant,No,No,Yes,1735.0,60.0,25.83,89.19,67.57,24.17,67.57,0.730835734870317,0.18192352259559674
27661342733657.0,Pacific Grove High,Pacific Grove Unified,Monterey County,Suburb: Midsize,No,No,No,619.0,85.48,83.87,98.72,93.59,77.42,93.59,0.1680129240710824,0.4878048780487805
36678763634680.0,Pacific High,San Bernardino City Unified,San Bernardino County,City: Midsize,No,No,Yes,1084.0,40.23,14.94,30.39,13.81,14.94,11.6,0.9059040590405905,0.5056603773584906
39686760124248.0,Pacific Law Academy,Stockton Unified,San Joaquin County,City: Large,Yes,No,Yes,211.0,79.49,51.28,64.71,49.02,43.59,45.1,0.6492890995260664,0.8653846153846154
30665223035581.0,Pacifica High,Garden Grove Unified,Orange County,Suburb: Large,No,No,Yes,1646.0,89.02,69.36,90.67,81.35,67.63,78.24,0.3955042527339004,0.46923076923076923
56725465630389.0,Pacifica High,Oxnard Union High,Ventura County,City: Midsize,No,No,Yes,3051.0,40.33,23.42,41.68,20.92,20.57,17.96,0.8354637823664373,0.7428958051420839
44697990105858.0,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz County,Rural: Fringe,No,No,Yes,1451.0,46.58,17.81,57.61,40.22,15.07,36.96,0.8807718814610613,0.2652733118971061
33670583330388.0,Palm Desert High,Desert Sands Unified,Riverside County,City: Small,No,No,No,2090.0,86.03,65.44,74.12,43.53,63.97,42.35,0.47129186602870815,0.6247216035634744
33671733335130.0,Palm Springs High,Palm Springs Unified,Riverside County,Suburb: Large,No,No,Yes,1613.0,62.64,32.42,74.19,49.19,30.77,45.97,0.8722876627402356,0.38734177215189874
19642461936624.0,Palmdale High,Antelope Valley Union High,Los Angeles County,Suburb: Large,No,No,Yes,2530.0,46.3,15.74,43.46,11.21,15.74,9.58,0.8166007905138339,0.43934426229508194
43696414335782.0,Palo Alto High,Palo Alto Unified,Santa Clara County,City: Small,No,No,No,2177.0,96.74,88.59,98.85,95.97,88.04,95.39,0.08130454754248967,0.5135396518375241
33671813335759.0,Palo Verde High,Palo Verde Unified,Riverside County,Town: Remote,No,No,Yes,824.0,71.05,34.21,62.50,33.93,31.58,33.93,0.6565533980582524,0.24671916010498687
33672073330727.0,Paloma Valley High,Perris Union High,Riverside County,Rural: Fringe,No,No,No,3174.0,72.27,43.36,84.74,76.32,39.84,72.11,0.515752993068683,0.3052703627652293
19649076061642.0,Palomares Academy of Health Science,Pomona Unified,Los Angeles County,Suburb: Large,No,No,Yes,370.0,35.14,10.81,40.91,36.36,10.81,27.27,0.9108108108108108,0.6704545454545454
19648651996552.0,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles County,Suburb: Large,No,No,No,1574.0,93.3,79.89,96.34,89.53,78.21,89.53,0.04955527318932656,0.4287369640787949
19648651995588.0,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles County,Suburb: Large,No,No,Yes,2304.0,95.77,87.69,96.34,93.77,86.54,91.58,0.08854166666666667,0.47546833184656556
19647330112052.0,Panorama High,Los Angeles Unified,Los Angeles County,City: Large,No,No,Yes,1263.0,30.99,11.97,27.23,8.48,7.04,8.04,0.9643705463182898,0.6691042047531993
4615310437350.0,Paradise Senior High,Paradise Unified,Butte County,Town: Fringe,No,No,No,569.0,92.31,75.0,93.10,82.76,73.08,75.86,0.546572934973638,0.18969555035128804
19648731936749.0,Paramount High,Paramount Unified,Los Angeles County,Suburb: Large,No,No,Yes,4361.0,37.77,19.85,37.15,18.24,16.95,15.6,0.9511579912864022,0.8537108537108538
10623641034990.0,Parlier High,Parlier Unified,Fresno County,Rural: Fringe,No,No,Yes,963.0,45.1,27.45,43.94,19.7,21.57,18.18,0.9646936656282451,0.2772511848341232
19648811936822.0,Pasadena High,Pasadena Unified,Los Angeles County,City: Midsize,No,No,Yes,1858.0,71.29,50.99,80.95,68.25,47.03,65.08,0.7195909580193757,0.4019607843137255
40754574035754.0,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo County,City: Small,No,No,No,2177.0,79.55,53.79,86.81,78.47,50.76,73.61,0.4042259990813045,0.29083245521601686
33670900114157.0,Patriot High,Jurupa Unified,Riverside County,Suburb: Large,No,No,Yes,2388.0,65.67,39.8,77.85,49.66,37.81,46.98,0.6457286432160804,0.3173164097914778
50712175036256.0,Patterson High,Patterson Joint Unified,Stanislaus County,Town: Fringe,No,No,Yes,1799.0,53.7,26.39,63.35,32.46,24.54,31.94,0.707615341856587,0.5132408575031526
19647330124511.0,Performing Arts Community at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles County,Suburb: Large,No,No,Yes,556.0,27.03,8.11,33.01,13.59,8.11,12.62,0.9460431654676259,0.56
